Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EngagementScore,TimeSinceLastPromotion,JobSatisfaction,OvertimeHours,BurnoutRisk,CommuteTime,FlexibleWorkEligibility,SkillDemandScore,DiversityIndex,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionRiskIndex
37,No,Travel_Rarely,1415,Sales,27,79,7,4,28,32,90,Yes,4,0.7493242680351198,2,Other,1,7906,3,Male,86,2,2,Human Resources,Single,11669.0,20588,2,Y,No,12,4,4,40,2,14,3,2,8,7,2,2,12.12689075630252
45,No,Travel_Rarely,439,Research & Development,13,42,6,4,20,93,107,No,4,0.6875539337058365,2,Human Resources,1,7907,1,Female,33,4,1,Manager,Divorced,11165.0,10924,1,Y,No,21,3,1,40,0,6,3,2,9,4,9,11,30.469747899159664
34,Yes,Travel_Rarely,799,Sales,2,35,0,2,16,77,62,No,2,0.22851767277861754,2,Medical,1,7908,3,Male,41,3,3,Manager,Single,11117.0,15180,6,Y,No,17,3,3,40,3,10,2,1,15,3,8,6,32.156302521008406
45,Yes,Travel_Rarely,1264,Research & Development,7,68,6,1,0,24,104,No,3,0.4685012854121893,3,Other,1,7909,3,Female,28,1,1,Human Resources,Divorced,16362.0,14467,1,Y,Yes,15,1,2,40,2,0,0,2,14,6,11,7,17.462184873949578
47,No,Travel_Rarely,1263,Research & Development,7,78,3,4,7,94,43,No,3,0.6147507878157172,2,Medical,1,7910,2,Female,44,2,1,Manager,Married,6428.0,23280,2,Y,No,12,1,3,40,2,0,0,2,0,7,5,5,11.708403361344537
23,Yes,Travel_Rarely,1198,Research & Development,20,32,4,2,18,73,87,Yes,3,0.2259863363331939,3,Marketing,1,7911,2,Female,78,2,1,Human Resources,Divorced,18739.0,24036,8,Y,Yes,19,1,2,40,1,16,4,1,12,4,12,7,35.01932773109243
37,No,Travel_Rarely,199,Research & Development,22,46,5,4,8,48,21,No,4,0.446424638854505,2,Technical Degree,1,7912,2,Female,62,1,2,Manager,Divorced,6819.0,14152,9,Y,No,20,2,4,40,2,19,3,1,17,1,2,4,28.05294117647059
59,No,Travel_Frequently,1298,Research & Development,1,54,4,3,7,54,109,No,1,0.2118830913631011,1,Life Sciences,1,7913,4,Female,62,2,1,Research Scientist,Divorced,11023.0,11634,4,Y,No,14,3,4,40,0,23,4,2,10,3,7,3,24.074789915966388
22,No,Travel_Frequently,832,Sales,14,43,1,2,5,18,88,Yes,2,0.41746641095934145,1,Medical,1,7914,1,Male,65,4,2,Research Scientist,Married,15044.0,14990,7,Y,No,20,2,2,40,1,39,2,1,18,5,14,8,28.921848739495797
32,No,Travel_Rarely,422,Research & Development,6,34,7,3,14,11,12,Yes,4,0.9819852645837633,2,Technical Degree,1,7915,3,Male,32,1,3,Research Scientist,Divorced,9909.0,17559,5,Y,No,23,3,4,40,0,39,0,3,12,4,13,9,34.430252100840335
56,No,Travel_Rarely,109,Sales,13,62,7,2,14,22,82,Yes,3,0.5629033752950781,4,Technical Degree,1,7916,3,Female,24,4,4,Laboratory Technician,Married,6543.0,17201,3,Y,No,24,3,4,40,1,9,4,2,11,4,0,5,20.606722689075628
50,Yes,Travel_Frequently,1112,Sales,1,80,4,1,5,87,19,Yes,4,0.9596190128060308,1,Marketing,1,7917,3,Female,71,4,4,Laboratory Technician,Divorced,12881.0,10230,0,Y,Yes,14,4,4,40,3,13,0,4,15,4,11,2,10.847899159663866
58,Yes,Travel_Rarely,1169,Human Resources,21,36,4,2,20,80,78,Yes,4,0.8433356553827435,1,Other,1,7918,2,Male,74,4,4,Laboratory Technician,Married,3029.0,16876,8,Y,No,10,4,3,40,0,16,2,4,13,0,8,11,27.996638655462185
38,Yes,Non-Travel,1436,Human Resources,20,90,6,2,14,77,11,Yes,1,0.40976357585991147,2,Medical,1,7919,3,Male,96,1,2,Manager,Divorced,16115.0,10667,1,Y,Yes,20,1,2,40,0,24,0,4,5,0,2,0,6.227731092436975
49,No,Non-Travel,1361,Sales,22,60,1,3,17,96,99,No,4,0.9493908642715471,1,Life Sciences,1,7920,2,Male,36,1,4,Sales Executive,Married,3650.0,24008,7,Y,No,11,4,1,40,0,2,2,1,3,0,3,0,20.449579831932773
50,No,Travel_Rarely,905,Research & Development,27,44,4,2,21,58,79,No,3,0.44007255410255736,2,Technical Degree,1,7921,1,Female,15,4,2,Manager,Married,10675.0,22081,0,Y,No,13,4,1,40,2,26,4,4,8,1,5,4,28.999159663865548
24,No,Travel_Rarely,1007,Sales,27,69,0,1,23,74,118,No,1,0.4762351632225311,3,Human Resources,1,7922,1,Female,25,4,4,Human Resources,Divorced,6136.0,13798,9,Y,No,23,2,4,40,0,27,3,3,11,3,2,3,15.79747899159664
31,No,Travel_Rarely,1154,Research & Development,21,94,3,4,5,43,15,No,3,0.4426884027583981,1,Marketing,1,7923,3,Male,32,4,2,Laboratory Technician,Married,7416.0,15155,1,Y,No,16,4,1,40,2,12,1,4,2,3,10,7,3.63781512605042
35,No,Travel_Rarely,229,Research & Development,21,49,7,3,22,6,78,Yes,3,0.5538154909149358,4,Other,1,7924,1,Female,46,3,2,Laboratory Technician,Divorced,5422.0,20882,9,Y,No,23,4,2,40,3,34,2,4,10,6,11,11,27.096638655462183
33,Yes,Non-Travel,1148,Sales,3,32,0,3,17,77,55,Yes,3,0.2589171549062752,1,Marketing,1,7925,3,Female,40,2,1,Research Scientist,Divorced,5276.0,15451,6,Y,No,13,2,3,40,0,36,2,4,10,3,4,0,18.638655462184875
51,No,Non-Travel,1384,Research & Development,26,94,9,1,17,35,101,No,2,0.8530644376984028,1,Technical Degree,1,7926,2,Male,61,4,3,Research Scientist,Divorced,4672.0,19213,8,Y,No,18,4,2,40,3,3,3,2,14,9,2,1,5.054621848739496
53,Yes,Travel_Rarely,663,Sales,15,37,0,2,29,75,92,Yes,1,0.26553933825667536,1,Marketing,1,7927,4,Female,67,4,2,Manager,Divorced,10582.0,12734,2,Y,No,17,2,4,40,2,35,4,4,13,0,3,5,19.731932773109243
53,Yes,Travel_Rarely,1453,Human Resources,18,41,3,1,18,75,33,No,4,0.5828638230273331,3,Life Sciences,1,7928,4,Male,49,2,1,Research Scientist,Divorced,11743.0,21046,7,Y,No,16,3,3,40,3,8,1,1,3,0,0,9,25.183193277310927
53,No,Travel_Rarely,248,Human Resources,23,91,9,1,25,84,46,Yes,4,0.2555832535891486,2,Marketing,1,7929,4,Female,66,1,2,Sales Executive,Single,2847.0,11003,0,Y,No,15,2,1,40,2,17,0,3,11,8,1,5,6.415966386554621
47,Yes,Travel_Rarely,678,Sales,10,46,4,2,27,92,99,No,1,0.7238245753302024,2,Technical Degree,1,7930,2,Female,16,3,4,Sales Executive,Divorced,16898.0,15396,6,Y,Yes,11,4,3,40,1,13,2,1,14,2,2,3,14.049579831932775
22,No,Travel_Frequently,1119,Research & Development,15,40,8,3,22,34,88,No,1,0.5601664931901307,2,Human Resources,1,7931,1,Male,38,4,1,Human Resources,Single,7860.0,23963,7,Y,No,16,1,3,40,0,17,4,1,1,9,8,1,31.8218487394958
23,No,Non-Travel,218,Sales,28,62,4,3,23,3,114,No,4,0.20090641139864324,2,Human Resources,1,7932,3,Female,79,1,1,Human Resources,Married,16261.0,13530,7,Y,No,14,4,1,40,0,12,0,3,13,8,10,1,20.087394957983193
38,Yes,Travel_Rarely,327,Sales,8,67,0,1,19,45,25,No,4,0.5449797645344423,1,Life Sciences,1,7933,3,Female,75,2,2,Sales Executive,Married,2510.0,21575,9,Y,Yes,16,1,2,40,0,39,4,4,14,1,10,4,16.563025210084035
51,Yes,Travel_Rarely,714,Research & Development,5,44,2,1,26,79,61,No,1,0.49095770010529316,3,Marketing,1,7934,1,Male,96,2,1,Manager,Single,4550.0,22779,9,Y,No,14,2,3,40,3,29,2,3,1,9,5,2,3.553781512605042
28,No,Travel_Rarely,339,Sales,9,92,3,2,25,37,104,No,4,0.9313058170813536,1,Life Sciences,1,7935,3,Male,12,1,3,Manager,Divorced,18390.0,22002,1,Y,No,20,2,3,40,3,22,3,2,8,1,4,9,4.86218487394958
48,No,Travel_Rarely,1012,Sales,1,67,6,3,12,53,117,No,1,0.6791836217857411,4,Medical,1,7936,4,Male,70,2,3,Human Resources,Single,18616.0,17331,2,Y,No,13,4,1,40,2,28,2,4,10,6,3,10,17.994957983193277
30,Yes,Travel_Rarely,1355,Human Resources,29,42,1,2,10,5,119,No,4,0.8617481897577106,3,Life Sciences,1,7937,3,Female,99,4,3,Human Resources,Single,10252.0,24619,9,Y,Yes,24,1,1,40,3,22,3,1,12,6,1,0,29.5
43,No,Travel_Rarely,1065,Sales,19,77,3,1,29,50,59,No,2,0.3157195196494157,2,Life Sciences,1,7938,4,Male,95,3,1,Sales Executive,Divorced,2923.0,20506,1,Y,No,14,4,3,40,3,33,1,1,7,4,4,9,12.248739495798318
55,No,Travel_Rarely,1413,Research & Development,8,53,7,3,14,75,38,Yes,3,0.3010903270598668,3,Life Sciences,1,7939,3,Female,69,4,2,Manager,Divorced,2625.0,10770,4,Y,No,11,4,4,40,2,4,1,2,1,0,5,7,24.99579831932773
22,No,Travel_Frequently,1277,Research & Development,5,65,4,4,29,64,64,No,2,0.34631984940099275,2,Marketing,1,7940,3,Female,22,2,4,Manager,Single,19541.0,21796,7,Y,No,15,3,4,40,0,30,0,3,6,2,0,3,18.461344537815126
30,No,Travel_Rarely,258,Research & Development,18,49,5,1,5,17,95,No,4,0.9549257089994502,2,Marketing,1,7941,3,Female,78,4,2,Laboratory Technician,Single,2465.0,11160,4,Y,No,22,3,2,40,0,29,0,4,4,6,7,6,26.73949579831933
41,Yes,Travel_Rarely,662,Research & Development,26,41,2,2,24,89,64,No,3,0.27953575671232117,3,Other,1,7942,4,Male,45,1,2,Manager,Married,9205.0,14549,7,Y,No,12,2,2,40,0,17,1,3,17,7,6,11,14.561344537815126
40,No,Travel_Frequently,575,Sales,9,86,3,4,22,8,48,No,1,0.5867674668268359,3,Life Sciences,1,7943,4,Female,90,2,1,Laboratory Technician,Married,3817.0,24428,8,Y,No,10,4,4,40,0,3,0,2,14,3,11,10,7.721008403361344
57,No,Travel_Frequently,647,Research & Development,29,94,8,4,10,41,66,No,4,0.2610237018921215,4,Life Sciences,1,7944,2,Male,63,3,1,Manager,Single,15574.0,15776,2,Y,No,15,3,2,40,1,15,0,4,13,8,2,6,4.766386554621849
25,No,Travel_Rarely,1136,Human Resources,1,89,1,4,3,22,28,No,3,0.8070107771174033,2,Medical,1,7945,3,Female,40,4,3,Research Scientist,Married,5663.0,20388,9,Y,No,15,1,3,40,1,34,2,3,14,6,8,9,5.770588235294118
30,Yes,Travel_Rarely,952,Research & Development,19,72,2,1,14,96,15,Yes,4,0.5078715626683256,3,Technical Degree,1,7946,1,Female,27,1,2,Manager,Divorced,11319.0,24001,9,Y,Yes,23,4,3,40,2,33,4,1,3,6,11,10,14.43781512605042
43,Yes,Travel_Frequently,317,Research & Development,30,33,1,3,15,95,59,Yes,3,0.6894106682794252,3,Marketing,1,7947,1,Female,14,3,1,Laboratory Technician,Single,2600.0,11321,8,Y,No,22,3,1,40,1,7,0,4,4,3,1,8,3.3487394957983194
39,Yes,Travel_Rarely,854,Research & Development,14,75,1,2,23,58,44,Yes,3,0.2573178050351369,1,Human Resources,1,7948,2,Female,18,2,1,Laboratory Technician,Divorced,13669.0,14204,2,Y,Yes,15,3,2,40,1,16,2,3,13,7,0,0,12.810924369747898
33,Yes,Travel_Rarely,834,Research & Development,14,91,8,2,13,6,52,Yes,3,0.5451975906162738,3,Other,1,7949,4,Male,98,3,2,Manager,Divorced,8777.0,22167,1,Y,Yes,13,4,1,40,3,4,0,1,14,2,12,9,6.231092436974791
30,No,Travel_Rarely,1090,Research & Development,4,99,7,3,23,31,65,No,4,0.3070280617079984,2,Medical,1,7950,3,Female,28,4,4,Research Scientist,Married,9962.0,14234,9,Y,No,18,3,2,40,2,29,1,3,13,0,1,2,2.0638655462184876
27,No,Travel_Rarely,880,Research & Development,7,55,6,4,22,59,45,Yes,4,0.45959761345887185,3,Other,1,7951,3,Male,20,3,4,Laboratory Technician,Married,11014.0,14025,7,Y,No,12,4,4,40,0,28,4,3,10,8,0,11,23.81344537815126
40,Yes,Travel_Rarely,321,Sales,20,47,8,2,4,83,24,No,3,0.3510913512706889,3,Medical,1,7952,4,Female,99,3,2,Human Resources,Single,12865.0,18660,0,Y,Yes,16,4,1,40,3,18,1,4,14,2,9,5,22.660504201680673
28,Yes,Travel_Rarely,387,Sales,11,70,7,2,14,47,46,No,2,0.5853831664302217,1,Marketing,1,7953,2,Male,21,1,2,Human Resources,Married,14151.0,12239,6,Y,Yes,21,2,3,40,0,36,4,4,16,0,6,3,16.51596638655462
37,Yes,Travel_Frequently,623,Research & Development,2,41,8,2,25,82,63,Yes,4,0.9148528760692364,1,Technical Degree,1,7954,1,Female,54,2,1,Laboratory Technician,Single,8414.0,12193,7,Y,No,11,3,1,40,1,17,0,2,2,3,13,11,29.758823529411767
26,No,Travel_Frequently,798,Research & Development,18,48,1,3,29,43,116,Yes,1,0.517845136532438,2,Life Sciences,1,7955,1,Female,45,2,3,Laboratory Technician,Single,16152.0,24721,6,Y,No,15,4,1,40,2,11,3,4,10,8,13,0,26.492436974789914
37,No,Non-Travel,780,Research & Development,10,88,6,4,27,97,90,No,2,0.9229042407190753,3,Marketing,1,7956,4,Female,73,4,3,Laboratory Technician,Single,2698.0,13868,6,Y,No,17,1,4,40,0,20,2,4,8,6,8,2,7.426890756302521
22,No,Travel_Rarely,423,Sales,1,57,8,4,9,95,17,No,4,0.8199560749208237,3,Medical,1,7957,2,Male,42,1,1,Laboratory Technician,Single,13499.0,19493,7,Y,No,15,4,4,40,3,36,2,4,8,9,13,2,23.142857142857146
58,Yes,Travel_Rarely,717,Sales,23,32,8,2,5,98,22,No,1,0.7975336207937307,1,Human Resources,1,7958,3,Female,16,1,2,Laboratory Technician,Single,12252.0,19477,8,Y,Yes,16,2,4,40,2,36,1,1,16,0,3,10,29.65546218487395
40,Yes,Travel_Frequently,1299,Sales,14,87,7,1,15,28,89,No,3,0.824871216495401,3,Marketing,1,7959,4,Female,11,3,1,Manager,Divorced,8802.0,11285,8,Y,Yes,11,2,4,40,0,23,4,2,10,9,4,4,8.12436974789916
58,No,Travel_Rarely,960,Sales,25,82,0,2,15,89,78,No,1,0.7685420576123758,3,Human Resources,1,7960,4,Male,13,1,2,Manager,Single,8450.0,22482,3,Y,No,24,4,3,40,1,24,2,4,3,0,1,8,9.196638655462184
38,Yes,Travel_Rarely,140,Sales,28,71,2,1,25,63,73,No,4,0.3626207307180934,3,Other,1,7961,3,Male,92,1,4,Sales Executive,Married,18576.0,21679,0,Y,Yes,19,1,2,40,2,10,0,2,12,5,2,9,15.084033613445378
47,Yes,Travel_Rarely,1448,Human Resources,10,57,7,2,18,17,60,Yes,3,0.8706825178234339,2,Marketing,1,7962,1,Female,78,1,1,Sales Executive,Single,11137.0,16172,0,Y,Yes,17,4,1,40,1,17,2,1,7,5,5,3,23.05126050420168
43,No,Travel_Rarely,1390,Sales,18,48,2,1,2,95,33,No,3,0.5007496811418036,1,Technical Degree,1,7963,4,Male,52,1,4,Laboratory Technician,Divorced,2449.0,11258,2,Y,No,14,1,4,40,1,5,3,2,6,4,11,0,26.483193277310924
29,Yes,Travel_Rarely,492,Research & Development,7,32,3,1,19,82,99,No,3,0.41537680998412957,2,Medical,1,7964,4,Male,60,4,4,Laboratory Technician,Single,9915.0,21766,5,Y,Yes,20,4,2,40,3,19,0,4,5,7,14,5,35.34957983193277
54,No,Travel_Rarely,1236,Sales,30,47,9,2,17,17,92,Yes,2,0.8664648316746768,2,Human Resources,1,7965,4,Female,71,1,3,Research Scientist,Married,15439.0,17246,2,Y,No,19,1,4,40,3,11,2,3,19,5,7,6,28.531932773109244
23,No,Non-Travel,1407,Sales,24,69,1,3,21,10,76,Yes,3,0.6937932748936123,2,Marketing,1,7966,2,Female,68,3,2,Manager,Divorced,9077.0,12140,4,Y,No,11,2,2,40,3,0,1,3,1,4,14,5,15.89159663865546
51,Yes,Travel_Rarely,302,Sales,19,40,2,1,18,87,17,Yes,2,0.40244004365304936,3,Medical,1,7967,1,Female,75,1,1,Research Scientist,Single,17545.0,23617,2,Y,No,12,3,1,40,2,16,1,4,11,8,10,11,9.442857142857143
41,Yes,Non-Travel,952,Research & Development,4,37,4,1,27,22,35,No,4,0.9101557033427229,4,Life Sciences,1,7968,4,Male,37,3,3,Laboratory Technician,Divorced,5583.0,16057,7,Y,Yes,14,3,1,40,3,19,1,2,1,1,12,4,32.38823529411765
39,No,Travel_Frequently,873,Sales,14,38,5,2,29,64,55,No,4,0.6310723309813842,4,Technical Degree,1,7969,2,Female,70,1,2,Manager,Single,11618.0,23885,5,Y,No,13,4,3,40,0,22,4,3,11,6,14,5,32.13865546218487
31,Yes,Travel_Rarely,1267,Sales,9,50,5,1,1,95,113,No,4,0.2191362512189124,2,Medical,1,7970,3,Female,92,2,2,Sales Executive,Divorced,18137.0,17614,0,Y,Yes,19,2,2,40,0,39,3,3,7,9,7,7,26.284873949579833
45,Yes,Travel_Frequently,1366,Sales,4,48,6,4,8,95,104,Yes,4,0.6214467170591177,4,Life Sciences,1,7971,3,Female,15,2,4,Sales Executive,Married,12947.0,14748,3,Y,No,21,2,2,40,3,20,0,1,3,3,2,11,14.962184873949582
25,No,Travel_Frequently,881,Research & Development,6,89,9,3,0,20,102,Yes,2,0.9640581200793875,2,Human Resources,1,7972,2,Female,31,3,2,Human Resources,Married,15436.0,16830,7,Y,No,12,1,1,40,1,29,2,2,7,1,0,8,7.557142857142857
58,No,Travel_Rarely,134,Research & Development,24,60,7,3,3,14,104,No,4,0.32960336973659743,3,Technical Degree,1,7973,1,Male,52,2,4,Research Scientist,Single,7866.0,10567,4,Y,No,24,1,1,40,3,0,0,4,5,2,5,7,21.662184873949577
25,Yes,Travel_Rarely,152,Sales,26,42,5,1,24,15,92,Yes,3,0.44078423587880033,3,Other,1,7974,1,Female,89,1,2,Sales Executive,Single,7598.0,20792,2,Y,Yes,14,2,3,40,0,2,1,3,3,0,0,1,30.231932773109243
34,No,Travel_Rarely,602,Human Resources,2,74,9,2,20,43,56,Yes,2,0.38279056513313797,4,Medical,1,7975,1,Male,26,2,2,Manager,Single,3341.0,21286,7,Y,No,24,3,3,40,2,25,2,4,14,7,1,0,14.941176470588236
46,Yes,Travel_Frequently,1479,Sales,1,42,5,4,29,93,29,No,2,0.37625018242038655,4,Medical,1,7976,1,Male,89,2,4,Laboratory Technician,Married,6158.0,19541,9,Y,No,16,1,3,40,2,15,2,2,15,4,3,8,35.57310924369748
34,No,Travel_Rarely,249,Research & Development,23,63,1,4,21,19,54,No,2,0.26180723018068325,1,Technical Degree,1,7977,1,Male,42,3,4,Laboratory Technician,Divorced,19381.0,24835,8,Y,No,21,4,4,40,3,6,4,2,13,7,0,1,18.83613445378151
39,No,Travel_Rarely,536,Sales,17,98,2,1,27,53,95,No,4,0.5731513122238248,3,Human Resources,1,7978,2,Female,36,2,1,Human Resources,Married,10704.0,11256,0,Y,No,11,2,1,40,1,5,1,3,11,8,6,4,1.6394957983193277
45,No,Travel_Rarely,549,Research & Development,4,95,5,3,3,40,38,Yes,4,0.8547514568119986,3,Life Sciences,1,7979,1,Male,88,2,4,Manager,Single,3961.0,13320,2,Y,No,11,3,3,40,0,6,0,3,2,1,9,8,3.595798319327731
23,No,Travel_Rarely,624,Sales,5,91,5,3,25,95,54,No,4,0.3920477482146445,4,Other,1,7980,1,Male,63,3,4,Manager,Divorced,8171.0,19060,9,Y,No,10,3,3,40,0,9,1,1,8,7,12,1,5.636134453781513
54,No,Travel_Rarely,366,Research & Development,18,76,5,1,5,23,20,Yes,3,0.7689149069963828,2,Medical,1,7981,4,Male,16,3,3,Manager,Married,15869.0,21165,4,Y,No,14,2,2,40,1,12,4,3,7,0,0,7,13.050420168067227
40,No,Travel_Rarely,185,Sales,26,31,3,4,28,78,10,No,3,0.6584424743489574,1,Marketing,1,7982,3,Male,82,3,1,Laboratory Technician,Divorced,12801.0,10553,8,Y,No,15,3,1,40,2,7,4,3,14,0,10,9,35.12521008403362
30,Yes,Travel_Frequently,408,Sales,13,66,1,2,22,22,18,No,3,0.3698142336630807,3,Human Resources,1,7983,3,Male,59,2,4,Research Scientist,Married,4498.0,19942,0,Y,Yes,14,4,3,40,2,16,2,4,11,6,7,7,17.245378151260503
49,Yes,Travel_Frequently,364,Sales,20,92,7,1,5,94,91,No,2,0.655712666786361,1,Other,1,7984,4,Female,17,1,3,Sales Executive,Single,7843.0,14794,8,Y,Yes,15,3,2,40,2,9,0,3,5,3,10,0,5.629411764705883
56,Yes,Travel_Frequently,591,Sales,27,48,1,2,27,84,10,No,1,0.6180556964915827,2,Marketing,1,7985,4,Male,85,4,4,Sales Executive,Single,14364.0,10305,0,Y,Yes,24,3,2,40,0,36,4,3,2,8,10,7,7.7252100840336135
31,No,Travel_Rarely,1140,Research & Development,27,75,2,4,21,31,78,No,2,0.3806594076807778,1,Technical Degree,1,7986,1,Male,68,4,3,Human Resources,Divorced,12708.0,19431,7,Y,No,16,4,2,40,3,12,3,1,1,3,2,2,13.096638655462185
22,Yes,Travel_Frequently,1312,Research & Development,26,92,0,1,18,16,64,No,4,0.2135469553226398,4,Medical,1,7987,3,Male,69,3,2,Laboratory Technician,Single,6503.0,15857,7,Y,Yes,16,2,2,40,2,31,3,1,13,0,5,10,4.161344537815126
42,No,Travel_Rarely,621,Sales,11,37,8,4,7,54,85,No,1,0.5255128751643782,4,Life Sciences,1,7988,4,Female,13,4,1,Research Scientist,Married,17765.0,10271,2,Y,No,20,4,3,40,2,19,2,3,12,3,13,11,33.31428571428572
30,No,Travel_Rarely,1289,Research & Development,23,84,2,2,7,24,101,No,3,0.4585329878809294,4,Medical,1,7989,2,Female,28,1,1,Laboratory Technician,Married,2313.0,23578,3,Y,No,17,2,3,40,3,20,3,1,8,5,10,11,8.654621848739497
36,No,Non-Travel,977,Sales,20,72,1,3,19,21,33,No,3,0.42626105867871833,3,Marketing,1,7990,2,Female,21,1,1,Research Scientist,Divorced,2592.0,23097,5,Y,No,15,4,4,40,0,9,1,4,4,5,7,10,14.283193277310923
56,Yes,Travel_Rarely,1468,Sales,27,52,5,1,23,72,110,No,4,0.7589167590178131,3,Other,1,7991,3,Female,44,3,1,Sales Executive,Married,6216.0,12877,6,Y,Yes,10,4,2,40,2,39,4,2,15,0,4,3,25.277310924369747
26,No,Travel_Rarely,1342,Sales,1,45,7,3,12,82,39,No,1,0.7675644148695289,2,Technical Degree,1,7992,4,Female,70,1,1,Human Resources,Divorced,5642.0,14346,9,Y,No,24,4,4,40,2,17,4,2,12,0,10,5,28.998319327731092
43,No,Travel_Rarely,193,Sales,12,81,3,1,29,38,92,Yes,1,0.9413571610571555,4,Life Sciences,1,7993,3,Female,21,3,3,Human Resources,Single,18424.0,14208,2,Y,No,13,1,2,40,0,20,4,1,15,0,0,9,10.331932773109243
44,No,Travel_Rarely,1281,Sales,13,83,0,4,27,70,48,No,2,0.22195515030709523,4,Marketing,1,7994,3,Female,67,1,3,Human Resources,Divorced,18568.0,12277,7,Y,No,12,3,1,40,3,11,4,2,3,5,6,6,8.621008403361344
28,No,Travel_Frequently,133,Research & Development,26,66,6,4,8,14,49,No,3,0.9282821082540287,4,Human Resources,1,7995,3,Female,39,3,1,Human Resources,Divorced,7721.0,13675,1,Y,No,24,4,2,40,1,20,2,4,10,7,6,1,18.323529411764707
44,No,Travel_Rarely,900,Human Resources,4,96,2,2,20,30,68,No,1,0.7394092489112576,4,Life Sciences,1,7996,4,Male,23,3,3,Sales Executive,Single,11231.0,15797,6,Y,No,18,1,4,40,1,30,3,3,16,7,11,10,2.571428571428571
46,Yes,Travel_Frequently,515,Research & Development,27,47,4,1,18,78,62,No,2,0.7275950550148274,1,Human Resources,1,7997,3,Female,53,3,3,Laboratory Technician,Married,7873.0,24825,0,Y,Yes,13,3,4,40,1,15,2,1,11,1,12,2,27.456302521008404
48,No,Travel_Rarely,623,Human Resources,12,88,1,2,6,7,94,No,3,0.9936448234668065,2,Other,1,7998,1,Male,59,3,3,Laboratory Technician,Married,17700.0,12115,6,Y,No,17,4,2,40,0,10,0,3,13,4,1,7,6.436974789915967
27,No,Travel_Rarely,332,Research & Development,6,30,7,3,28,4,32,Yes,2,0.2622139796372019,1,Human Resources,1,7999,1,Male,39,3,1,Manager,Married,19302.0,10014,6,Y,No,15,3,4,40,0,25,2,4,3,2,14,2,36.48067226890756
55,Yes,Travel_Rarely,704,Sales,13,48,2,2,19,83,12,Yes,2,0.8425709436686409,3,Technical Degree,1,8000,4,Female,18,2,2,Human Resources,Divorced,7895.0,13641,9,Y,Yes,18,3,1,40,0,0,3,2,10,5,9,4,26.430252100840335
30,Yes,Travel_Frequently,206,Research & Development,14,42,8,1,7,25,82,Yes,1,0.6746799206495334,3,Technical Degree,1,8001,3,Female,39,2,4,Human Resources,Single,15309.0,20759,0,Y,Yes,16,4,1,40,2,11,0,4,7,0,3,4,30.80672268907563
54,Yes,Travel_Frequently,1316,Research & Development,12,62,0,1,26,25,23,No,4,0.3293718779879126,3,Technical Degree,1,8002,3,Female,23,1,2,Sales Executive,Single,10947.0,16399,0,Y,Yes,13,1,2,40,3,24,2,3,18,7,0,2,19.057983193277312
27,Yes,Travel_Rarely,621,Research & Development,21,51,5,1,10,19,40,No,4,0.8166390855716259,1,Medical,1,8003,2,Female,53,2,2,Sales Executive,Married,10210.0,16395,8,Y,Yes,11,4,4,40,2,19,2,4,4,3,3,4,25.600840336134453
58,No,Travel_Rarely,736,Research & Development,29,56,2,2,2,30,15,No,2,0.48691781815636753,4,Human Resources,1,8004,4,Female,13,2,1,Human Resources,Married,9785.0,16586,4,Y,No,15,1,1,40,3,37,1,3,10,8,13,6,22.43781512605042
52,No,Non-Travel,886,Research & Development,20,79,3,3,16,43,10,Yes,1,0.40214502908901484,4,Marketing,1,8005,3,Male,43,3,1,Manager,Married,8730.0,21046,3,Y,No,14,1,4,40,2,18,2,2,5,3,0,10,11.125210084033613
55,No,Travel_Rarely,1118,Sales,2,82,3,3,4,94,84,No,4,0.6618346151326452,1,Life Sciences,1,8006,3,Female,96,2,4,Laboratory Technician,Divorced,16866.0,23814,0,Y,No,17,1,3,40,3,37,1,2,10,4,1,0,9.811764705882352
50,Yes,Travel_Rarely,1402,Sales,26,89,7,1,5,15,64,No,2,0.5815924562137317,4,Other,1,8007,4,Female,74,2,4,Sales Executive,Married,19456.0,23646,8,Y,Yes,12,3,3,40,0,10,1,1,5,8,2,1,7.061344537815127
35,No,Travel_Rarely,1251,Research & Development,27,79,8,3,27,48,117,No,1,0.3256731042440573,4,Medical,1,8008,4,Male,74,2,3,Laboratory Technician,Single,17075.0,13808,3,Y,No,22,2,4,40,3,28,3,2,9,2,4,9,12.394957983193278
57,No,Travel_Rarely,440,Sales,22,95,4,4,14,29,94,Yes,2,0.7848466663314198,4,Human Resources,1,8009,3,Female,26,4,2,Research Scientist,Single,18860.0,18907,1,Y,No,22,1,3,40,1,0,3,2,13,2,0,0,3.5369747899159663
